id,url,longitude,latitude,found,revised,host-id,room_type,bedrooms,capacity,reviews,min_nights,price,name,img
homeawp8272009,https://www.homeaway.es/p8272009,-1.9898864,43.31123887,2017-10-14 13:21:13.360000,2018-01-08 13:50:29.166000,homeaw8272009,Casa,3,6,0,3,305,PIO BAROJA * Always Easy   ,https://imagesus-ssl.homeaway.com/mda01/c78c1275-8b52-4efc-a933-6b49b25ecc64.1.3
homeawp8562610,https://www.homeaway.es/p8562610,-1.99139597,43.31031522,2018-03-31 20:15:22.516000,2018-04-14 13:17:55.624000,homeaw8562610,Apartamento,3,4,0,7,250,"Piso de Lujo, con vista a la bahia en Miraconcha   ",https://imagesus-ssl.homeaway.com/mda01/86743582-920d-483d-8db7-fa9b19414579.1.3
homeawp1663317,https://www.homeaway.es/p1663317,-1.98822579,43.30790433,2017-10-14 13:20:24.707000,2018-01-08 14:02:54.872000,homeaw1663317,Apartamento,3,5,0,3,187,PALACE apartment - PEOPLE RENTALS   ,https://imagesus-ssl.homeaway.com/mda01/b56ff7a6-531f-4a6a-b684-19d339d69c61.1.3
homeawp8347512,https://www.homeaway.es/p8347512,-1.98984613,43.30712056,2017-10-14 13:19:28.059000,2018-01-08 14:02:49.682000,homeaw8347512,Apartamento,2,4,1,2,0,"Aiete, tranquilo y luminoso junto al Palacio de Aiete.   ",https://imagesus-ssl.homeaway.com/mda01/16f20e02-dd4b-42ee-b2af-22d20475e603.1.3
homeawp8270990,https://www.homeaway.es/p8270990,-1.99047202,43.30541627,2017-10-14 13:21:13.360000,2017-11-05 10:17:19.852000,homeaw8270990,Apartamento,1,2,0,1,0,LAZKANO * Always Easy   ,https://imagesus-ssl.homeaway.com/mda01/b1afa89c-424b-4c9a-b39c-9114b82ff6cd.1.3
homeawp6834310,https://www.homeaway.es/p6834310,-1.99730452,43.30642477,2017-10-14 13:19:08.335000,2018-04-16 09:41:31.418000,homeaw6834310,Apartamento,3,5,2,3,240,"ATICO SOLEADO CON GRANDES TERRAZAS, ESPACIOSO, MUY LUMINOSO Y CERCA DEL CENTRO   ",https://imagesus-ssl.homeaway.com/mda01/648cc5fb-1744-41a0-8e57-9ec8eaf23bf3.1.3
homeawp6952227,https://www.homeaway.es/p6952227,-1.9950295,43.3106953,2017-10-14 13:19:25.395000,2018-01-08 14:02:49.171000,homeaw6952227,Apartamento,3,6,1,2,162,"Luminoso y tranquilo, cerca de la playa de Ondarreta, parking opcional, 10EUR dia   ",https://imagesus-ssl.homeaway.com/mda01/b90da8ae-6820-4bfd-97d9-6b46e74b489d.1.3
homeawp8388406,https://www.homeaway.es/p8388406,-1.99561958,43.31123929,2017-11-27 05:18:20.135000,2018-01-08 13:27:01.663000,homeaw8388406,Apartamento,3,5,0,1,223,La villa Donbaltasarrene   ,https://imagesus-ssl.homeaway.com/mda01/4a5af9e9-ca13-422a-9253-273256786de9.1.3
homeawp8394478,https://www.homeaway.es/p8394478,-2.00019351,43.31097164,2017-10-14 13:21:22.047000,2018-04-16 09:42:20.260000,homeaw8394478,Casa,2,4,0,2,155,Apartamento en zona residencial antiguo   ,https://imagesus-ssl.homeaway.com/mda01/f0acaf42-bfca-4215-ab77-757defeb6d34.1.3
homeawp8242043,https://www.homeaway.es/p8242043,-1.99853459,43.30924634,2017-10-14 13:21:59.051000,2018-04-04 19:48:39.262000,homeaw8242043,Apartamento,2,5,2,3,116,"NEW & BONITO & CONFORTABLE  con Wi-Fi , cerca de la playa , ideal para familias   ",https://imagesus-ssl.homeaway.com/mda01/9d19aa6b-8281-4180-b6d4-adf4481a668c.1.3
homeawp8265210,https://www.homeaway.es/p8265210,-2.00160021,43.30948747,2017-10-14 13:21:16.200000,2017-11-05 10:18:54.665000,homeaw8265210,Apartamento,2,4,0,3,0,ATICO DE ELENE -  Always Easy   ,https://imagesus-ssl.homeaway.com/mda01/725f75ad-c682-47b1-831a-6fa9df1067b3.1.3
homeawp1852640,https://www.homeaway.es/p1852640,-2.0014813,43.3099539,2017-10-14 13:21:43.352000,2018-04-04 19:46:41.290000,homeaw1852640,Apartamento,2,4,14,4,169,Apartamento todo exterior con parking individual cerrado No Registro ESS00013   ,https://imagesus-ssl.homeaway.com/mda01/54134de8-3c4a-4ac9-8cdd-488d11b70212.1.3
homeawp1934941,https://www.homeaway.es/p1934941,-2.0007923,43.3111252,2017-10-14 13:21:46.727000,2017-11-05 10:21:37.968000,homeaw1934941,Piso,3,5,4,7,120,"Coqueto piso en Donostia en villa adosada, a 300 metros de la playa y con garage   ",https://imagesus-ssl.homeaway.com/mda01/997a8d5a-18e9-42a1-b021-96119f9f0278.1.3
homeawp8279425,https://www.homeaway.es/p8279425,-2.0010584,43.3114786,2017-10-14 13:21:13.360000,2018-04-16 09:40:05.519000,homeaw8279425,Apartamento,2,4,0,3,234,EIDER apartment - PEOPLE RENTALS   ,https://imagesus-ssl.homeaway.com/mda01/d9721308-2443-4f84-a2a3-32a2930727f1.1.3
homeawp6951251,https://www.homeaway.es/p6951251,-2.0024473,43.3115768,2017-10-14 13:20:54.888000,2018-04-16 09:43:22.494000,homeaw6951251,Casa,1,4,0,2,183,ITXARO - Basque Stay   ,https://imagesus-ssl.homeaway.com/mda01/fe850619-01f1-454d-918c-60a95df87ab4.1.3
homeawp6984035,https://www.homeaway.es/p6984035,-2.002447,43.311577,2017-10-14 13:20:57.856000,2018-01-08 14:02:57.916000,homeaw6984035,Apartamento,1,4,0,1,158,"Apartamento a 873 m del centro de San Sebastian con Internet, Ascensor, Aparcamiento, Balcon (639747)   ",https://imagesus-ssl.homeaway.com/mda01/5e35f14d-d13c-418d-b3d6-92c2a74e5d3d.1.3
homeawp8461663,https://www.homeaway.es/p8461663,-2.0035123,43.3117884,2017-11-27 04:42:27.203000,2018-04-16 09:43:24.836000,homeaw8461663,Apartamento,3,5,0,3,255,Apartamento Aizkorri by FeelFree Rentals   ,https://imagesus-ssl.homeaway.com/mda01/ab4f0730-51e7-4716-88c8-70a6e64c579c.1.3
homeawp8680126,https://www.homeaway.es/p8680126,-2.0035123,43.3117884,2018-04-15 05:18:52.311000,2018-04-16 09:40:36.748000,homeaw8680126,Apartamento,3,5,0,3,291,"A 944 m del centro de San Sebastian con Internet, Lavadora (917334)   ",https://imagesus-ssl.homeaway.com/mda01/71eb0892-977b-4ac6-97a3-f7375d60b8ec.1.3
